Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Sean Murphy (28168785),Sean Murphy,28168785,C,4900,ATL@OAK 05/31/2023 03:37PM ET,ATL,9.33
2B,Nico Hoerner (28168786),Nico Hoerner,28168786,2B,4900,TB@CHC 05/31/2023 02:20PM ET,CHC,9.06
OF,Cody Bellinger (28168978),Cody Bellinger,28168978,OF,4900,TB@CHC 05/31/2023 02:20PM ET,CHC,9.84
OF,Riley Greene (28168789),Riley Greene,28168789,OF,4800,TEX@DET 05/31/2023 01:10PM ET,DET,7.96
2B,Brandon Lowe (28168788),Brandon Lowe,28168788,2B,4800,TB@CHC 05/31/2023 02:20PM ET,TB,7.13
1B,Yandy Diaz (28168790),Yandy Diaz,28168790,1B,4800,TB@CHC 05/31/2023 02:20PM ET,TB,10.04
SS,Dansby Swanson (28168793),Dansby Swanson,28168793,SS,4800,TB@CHC 05/31/2023 02:20PM ET,CHC,7.98
SS,Tim Anderson (28168791),Tim Anderson,28168791,SS,4700,LAA@CWS 05/31/2023 02:10PM ET,CWS,6.18
OF,J.D. Martinez (28168787),J.D. Martinez,28168787,OF,4700,WAS@LAD 05/31/2023 04:10PM ET,LAD,10
1B,Nathaniel Lowe (28168795),Nathaniel Lowe,28168795,1B,4600,TEX@DET 05/31/2023 01:10PM ET,TEX,8.20
OF,Lane Thomas (28168792),Lane Thomas,28168792,OF,4600,WAS@LAD 05/31/2023 04:10PM ET,WAS,8.26
1B,Ryan Mountcastle (28168799),Ryan Mountcastle,28168799,1B,4500,CLE@BAL 05/31/2023 03:05PM ET,BAL,8.02
C,Jonah Heim (28168796),Jonah Heim,28168796,C,4500,TEX@DET 05/31/2023 01:10PM ET,TEX,8.26
SS,Javier Baez (28168797),Javier Baez,28168797,SS,4500,TEX@DET 05/31/2023 01:10PM ET,DET,6
2B,Ozzie Albies (28168798),Ozzie Albies,28168798,2B,4500,ATL@OAK 05/31/2023 03:37PM ET,ATL,7.29
OF,Andrew McCutchen (28168794),Andrew McCutchen,28168794,OF,4500,PIT@SF 05/31/2023 03:45PM ET,PIT,7.73
C,Mitch Garver (28168979),Mitch Garver,28168979,C,4400,TEX@DET 05/31/2023 01:10PM ET,TEX,9.17
OF,Seiya Suzuki (28168800),Seiya Suzuki,28168800,OF,4400,TB@CHC 05/31/2023 02:20PM ET,CHC,7.66
SS,Jorge Mateo (28168801),Jorge Mateo,28168801,SS,4300,CLE@BAL 05/31/2023 03:05PM ET,BAL,7.46
OF,Hunter Renfroe (28168802),Hunter Renfroe,28168802,OF,4300,LAA@CWS 05/31/2023 02:10PM ET,LAA,7.44
3B,Yoan Moncada (28168805),Yoan Moncada,28168805,3B,4300,LAA@CWS 05/31/2023 02:10PM ET,CWS,6.74
OF,Anthony Santander (28168803),Anthony Santander,28168803,OF,4200,CLE@BAL 05/31/2023 03:05PM ET,BAL,8.18
1B/C,Zack Collins (28168981),Zack Collins,28168981,C/1B,4200,CLE@BAL 05/31/2023 03:05PM ET,CLE,0
OF,Ian Happ (28168806),Ian Happ,28168806,OF,4200,TB@CHC 05/31/2023 02:20PM ET,CHC,7.42
2B,Luis Garcia (28168804),Luis Garcia,28168804,2B,4200,WAS@LAD 05/31/2023 04:10PM ET,WAS,6.69
3B,Ke'Bryan Hayes (28168807),Ke'Bryan Hayes,28168807,3B,4200,PIT@SF 05/31/2023 03:45PM ET,PIT,6.31
OF,Steven Kwan (28168810),Steven Kwan,28168810,OF,4100,CLE@BAL 05/31/2023 03:05PM ET,CLE,7.39
1B/2B,Brandon Drury (28168808),Brandon Drury,28168808,1B/2B,4100,LAA@CWS 05/31/2023 02:10PM ET,LAA,7.14
C,Logan O'Hoppe (28168983),Logan O'Hoppe,28168983,C,4100,LAA@CWS 05/31/2023 02:10PM ET,LAA,7.69
3B,J.D. Davis (28168813),J.D. Davis,28168813,3B,4100,PIT@SF 05/31/2023 03:45PM ET,SF,7.51
OF,Joc Pederson (28168980),Joc Pederson,28168980,OF,4100,PIT@SF 05/31/2023 03:45PM ET,SF,7.5
RP,Garrett Stallings (28169478),Garrett Stallings,28169478,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0
SP,Drew Rom (28169490),Drew Rom,28169490,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0
SP,Blaine Knight (28169499),Blaine Knight,28169499,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0
RP,Wandisson Charles (28169511),Wandisson Charles,28169511,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0
SP,Joey Cantillo (28169514),Joey Cantillo,28169514,P,4000,CLE@BAL 05/31/2023 03:05PM ET,CLE,0
RP,Luis Oviedo (28169532),Luis Oviedo,28169532,P,4000,CLE@BAL 05/31/2023 03:05PM ET,CLE,0
SP,Caleb Baragar (28169536),Caleb Baragar,28169536,P,4000,CLE@BAL 05/31/2023 03:05PM ET,CLE,0
RP,Caleb Simpson (28169551),Caleb Simpson,28169551,P,4000,CLE@BAL 05/31/2023 03:05PM ET,CLE,0
SP,Jason Bilous (28169555),Jason Bilous,28169555,P,4000,CLE@BAL 05/31/2023 03:05PM ET,CLE,0
RP,Noah Denoyer (28169563),Noah Denoyer,28169563,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0
SP,Chris Vallimont (28169564),Chris Vallimont,28169564,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0
RP,Danny Coulombe (28169585),Danny Coulombe,28169585,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,3.41
RP,Felix Bautista (28169602),Felix Bautista,28169602,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,5.93
RP,Emmanuel Clase (28169608),Emmanuel Clase,28169608,P,4000,CLE@BAL 05/31/2023 03:05PM ET,CLE,2.25
SP,DL Hall (28169609),DL Hall,28169609,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,13.15
RP,Kyle Dowdy (28169619),Kyle Dowdy,28169619,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0
RP,Cionel Perez (28169621),Cionel Perez,28169621,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,1.52
RP,Phoenix Sanders (28169641),Phoenix Sanders,28169641,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0
RP,Tim Herrin (28169661),Tim Herrin,28169661,P,4000,CLE@BAL 05/31/2023 03:05PM ET,CLE,3.11
RP,Mike Baumann (28169663),Mike Baumann,28169663,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,4.07
RP,Eduard Bazardo (28169685),Eduard Bazardo,28169685,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0
SP,Dillon Tate (28169689),Dillon Tate,28169689,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0
RP,Nick Vespi (28169697),Nick Vespi,28169697,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0
RP,Logan Gillaspie (28169711),Logan Gillaspie,28169711,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0.76
RP,Darwinzon Hernandez (28169715),Darwinzon Hernandez,28169715,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0
RP,Joey Krehbiel (28169718),Joey Krehbiel,28169718,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0
RP,Phillip Diehl (28169719),Phillip Diehl,28169719,P,4000,CLE@BAL 05/31/2023 03:05PM ET,CLE,0
RP,James Karinchak (28169720),James Karinchak,28169720,P,4000,CLE@BAL 05/31/2023 03:05PM ET,CLE,3.02
RP,Mychal Givens (28169724),Mychal Givens,28169724,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0.84
RP,Reed Garrett (28169733),Reed Garrett,28169733,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,0
RP,Michael Kelly (28169760),Michael Kelly,28169760,P,4000,CLE@BAL 05/31/2023 03:05PM ET,CLE,0
RP,Bryan Baker (28169764),Bryan Baker,28169764,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,3.21
RP,Yennier Cano (28169771),Yennier Cano,28169771,P,4000,CLE@BAL 05/31/2023 03:05PM ET,BAL,4.89
3B/OF,Zach McKinstry (28168811),Zach McKinstry,28168811,3B/OF,4000,TEX@DET 05/31/2023 01:10PM ET,DET,6.98
RP,Brendan White (28169477),Brendan White,28169477,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,0
RP,Braden Bristo (28169480),Braden Bristo,28169480,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,8.42
RP,Grant Anderson (28169494),Grant Anderson,28169494,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,23.4
SP,Kyle Cody (28169497),Kyle Cody,28169497,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,0
SP,Antoine Kelly (28169504),Antoine Kelly,28169504,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,0
SP,Brenan Hanifee (28169507),Brenan Hanifee,28169507,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,0
RP,Bernardo Flores Jr. (28169516),Bernardo Flores Jr.,28169516,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,0
RP,Freddy Pacheco (28169520),Freddy Pacheco,28169520,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,0
RP,Aneurys Zabala (28169533),Aneurys Zabala,28169533,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,0
RP,Ricky Vanasco (28169540),Ricky Vanasco,28169540,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,0
SP,Jack Leiter (28169542),Jack Leiter,28169542,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,0
RP,Miguel del Pozo (28169546),Miguel del Pozo,28169546,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,0
SP,Owen White (28169548),Owen White,28169548,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,0
RP,Jace Fry (28169550),Jace Fry,28169550,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,0
SP,Jake Latz (28169559),Jake Latz,28169559,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,0
RP,Trevor Rosenthal (28169560),Trevor Rosenthal,28169560,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,0
SP,Cole Winn (28169562),Cole Winn,28169562,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,0
RP,Kervin Castro (28169582),Kervin Castro,28169582,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,0
SP,Ian Kennedy (28169595),Ian Kennedy,28169595,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,2.14
RP,Jose Cisnero (28169612),Jose Cisnero,28169612,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,2.63
RP,Brock Burke (28169615),Brock Burke,28169615,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,3.12
RP,Yerry Rodriguez (28169617),Yerry Rodriguez,28169617,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,0.85
RP,Mason Englert (28169623),Mason Englert,28169623,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,3.20
RP,Heath Hembree (28169634),Heath Hembree,28169634,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,6.4
RP,John King (28169650),John King,28169650,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,1.18
RP,Jose Leclerc (28169673),Jose Leclerc,28169673,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,2.24
RP,Josh Sborz (28169675),Josh Sborz,28169675,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,4.12
RP,Brett Martin (28169678),Brett Martin,28169678,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,0
RP,Will Smith (28169679),Will Smith,28169679,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,3.37
RP,Joe Barlow (28169682),Joe Barlow,28169682,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,0.9
RP,Tyler Holton (28169704),Tyler Holton,28169704,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,4.68
RP,Matt Wisler (28169709),Matt Wisler,28169709,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,0
RP,Sam Clay (28169713),Sam Clay,28169713,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,0
RP,Chasen Shreve (28169716),Chasen Shreve,28169716,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,2.46
RP,Alex Lange (28169722),Alex Lange,28169722,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,4.71
RP,Angel De Jesus (28169726),Angel De Jesus,28169726,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,0
RP,Trey Wingenter (28169731),Trey Wingenter,28169731,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,1.72
RP,Will Vest (28169738),Will Vest,28169738,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,3.88
RP,Jonathan Hernandez (28169752),Jonathan Hernandez,28169752,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,2.06
RP,Jason Foley (28169768),Jason Foley,28169768,P,4000,TEX@DET 05/31/2023 01:10PM ET,DET,3.00
RP,Jacob Barnes (28169774),Jacob Barnes,28169774,P,4000,TEX@DET 05/31/2023 01:10PM ET,TEX,0
C,Travis d'Arnaud (28168814),Travis d'Arnaud,28168814,C,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,6.38
SP,Victor Vodnik (28169467),Victor Vodnik,28169467,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
SP,Garrett Williams (28169468),Garrett Williams,28169468,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,0
SP,Roddery Munoz (28169472),Roddery Munoz,28169472,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
RP,Alan Rangel (28169481),Alan Rangel,28169481,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
SP,Grant Holmes (28169482),Grant Holmes,28169482,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
SP,Darius Vines (28169486),Darius Vines,28169486,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
RP,Trey Riley (28169487),Trey Riley,28169487,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
SP,AJ Smith-Shawver (28169496),AJ Smith-Shawver,28169496,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
SP,Joe Wieland (28169528),Joe Wieland,28169528,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,0
RP,Joe Harvey (28169531),Joe Harvey,28169531,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
RP,Roel Ramirez (28169537),Roel Ramirez,28169537,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
SP,Trey Supak (28169538),Trey Supak,28169538,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,0
RP,Jorge Juan (28169554),Jorge Juan,28169554,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,0
SP,Ryan Cusick (28169557),Ryan Cusick,28169557,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,0
RP,Yacksel Rios (28169561),Yacksel Rios,28169561,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
SP,J.T. Ginn (28169571),J.T. Ginn,28169571,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,0
SP,Huascar Ynoa (28169575),Huascar Ynoa,28169575,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
SP,Matt Swarmer (28169577),Matt Swarmer,28169577,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
SP,Kolby Allard (28169579),Kolby Allard,28169579,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
RP,Jackson Stephens (28169581),Jackson Stephens,28169581,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
RP,A.J. Minter (28169584),A.J. Minter,28169584,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,2.58
RP,Chad Smith (28169594),Chad Smith,28169594,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,1.79
RP,Lucas Luetge (28169604),Lucas Luetge,28169604,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,1.17
RP,Kirby Yates (28169607),Kirby Yates,28169607,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,3.34
RP,Norge Ruiz (28169613),Norge Ruiz,28169613,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,0
RP,Jake Fishman (28169614),Jake Fishman,28169614,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,0
RP,Dylan Lee (28169616),Dylan Lee,28169616,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,3.34
RP,Lucas Erceg (28169624),Lucas Erceg,28169624,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,6.59
RP,Domingo Acevedo (28169631),Domingo Acevedo,28169631,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,0.18
RP,Kirby Snead (28169635),Kirby Snead,28169635,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,0
RP,Richard Lovelady (28169645),Richard Lovelady,28169645,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,2.88
RP,Nick Anderson (28169656),Nick Anderson,28169656,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,4.14
RP,Austin Pruitt (28169668),Austin Pruitt,28169668,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,2.47
RP,Jesse Chavez (28169671),Jesse Chavez,28169671,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,3.32
RP,Drew Steckenrider (28169672),Drew Steckenrider,28169672,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,0
RP,Collin McHugh (28169680),Collin McHugh,28169680,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,2.34
RP,Joe Jimenez (28169687),Joe Jimenez,28169687,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,2.75
RP,Spencer Patton (28169696),Spencer Patton,28169696,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,0.6
RP,Rico Garcia (28169703),Rico Garcia,28169703,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,-2.02
RP,Trevor May (28169708),Trevor May,28169708,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,1.31
RP,Raisel Iglesias (28169710),Raisel Iglesias,28169710,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,3.03
SP,Tyler Matzek (28169723),Tyler Matzek,28169723,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
RP,Zach Jackson (28169725),Zach Jackson,28169725,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,3.56
SP,Freddy Tarnok (28169734),Freddy Tarnok,28169734,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,0
RP,Danny Young (28169744),Danny Young,28169744,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,3.94
RP,Dany Jimenez (28169748),Dany Jimenez,28169748,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,1.29
RP,Francisco Perez (28169755),Francisco Perez,28169755,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,0
RP,Michael Tonkin (28169757),Michael Tonkin,28169757,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,5.71
RP,Sam Moll (28169763),Sam Moll,28169763,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,2.03
RP,Jeurys Familia (28169769),Jeurys Familia,28169769,P,4000,ATL@OAK 05/31/2023 03:37PM ET,OAK,0.88
RP,Brian Moran (28169770),Brian Moran,28169770,P,4000,ATL@OAK 05/31/2023 03:37PM ET,ATL,0
SP,Sean Burke (28169471),Sean Burke,28169471,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,0
RP,Kolton Ingram (28169476),Kolton Ingram,28169476,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,0
RP,Nate Fisher (28169483),Nate Fisher,28169483,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,0
RP,Ben Joyce (28169489),Ben Joyce,28169489,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,5.65
RP,Davis Daniel (28169491),Davis Daniel,28169491,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,0
SP,Aaron Hernandez (28169509),Aaron Hernandez,28169509,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,0
SP,Matthew Thompson (28169512),Matthew Thompson,28169512,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,0
RP,Jonathan Holder (28169515),Jonathan Holder,28169515,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,0
SP,Chris Rodriguez (28169519),Chris Rodriguez,28169519,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,0
SP,Jose Soriano (28169553),Jose Soriano,28169553,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,0
SP,Jonathan Stiever (28169556),Jonathan Stiever,28169556,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,0
RP,Liam Hendriks (28169589),Liam Hendriks,28169589,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,-4.15
RP,Andrew Wantz (28169596),Andrew Wantz,28169596,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,4.54
RP,Aaron Loup (28169606),Aaron Loup,28169606,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,0.90
RP,Sammy Peralta (28169618),Sammy Peralta,28169618,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,-0.9
SP,Matt Moore (28169620),Matt Moore,28169620,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,4.05
RP,Frank German (28169627),Frank German,28169627,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,0
RP,Nash Walters (28169636),Nash Walters,28169636,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,0
SP,Gregory Santos (28169637),Gregory Santos,28169637,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,3.32
RP,Kendall Graveman (28169638),Kendall Graveman,28169638,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,3.13
RP,Garrett Crochet (28169640),Garrett Crochet,28169640,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,1.24
RP,Cam Vieaux (28169642),Cam Vieaux,28169642,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,0
RP,Jose Quijada (28169643),Jose Quijada,28169643,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,1.64
RP,Zack Weiss (28169647),Zack Weiss,28169647,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,3.68
RP,Nick Padilla (28169648),Nick Padilla,28169648,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,2.1
RP,Jimmy Lambert (28169651),Jimmy Lambert,28169651,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,2.31
RP,Sam Bachman (28169657),Sam Bachman,28169657,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,4.28
RP,Austin Warren (28169659),Austin Warren,28169659,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,4.28
RP,Bryan Shaw (28169669),Bryan Shaw,28169669,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,0
RP,Aaron Bummer (28169670),Aaron Bummer,28169670,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,1.37
RP,Jhonathan Diaz (28169677),Jhonathan Diaz,28169677,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,0
RP,Jacob Webb (28169683),Jacob Webb,28169683,P,4000,LAA@CWS 05/31/2023 02:10PM ET,LAA,7.82
RP,Joe Kelly (28169686),Joe Kelly,28169686,P,4000,LAA@CWS 05/31/2023 02:10PM ET,CWS,3.55
